Symbol,Increased_25_pct,Start_Date,End_Date,Percentage_Change,In_2020,Start_Month,End_Month
IRFC,Yes,2022-07-04,2023-01-02,76.55%,No,7,1
IRFC,Yes,2022-08-01,2023-01-30,57.83%,No,8,1
IRFC,Yes,2022-08-05,2023-02-01,57.10%,No,8,2
IRFC,Yes,2022-09-01,2023-02-28,31.62%,No,9,2
IRFC,Yes,2022-09-02,2023-03-01,31.81%,No,9,3
IRFC,Yes,2022-10-03,2023-04-03,34.83%,No,10,4
IRFC,Yes,2022-10-31,2023-05-02,52.66%,No,10,5
IRFC,Yes,2022-11-01,2023-05-02,53.33%,No,11,5
IRFC,Yes,2023-02-02,2023-08-01,28.37%,No,2,8
IRFC,Yes,2023-03-01,2023-08-28,78.39%,No,3,8
IRFC,Yes,2023-03-06,2023-09-04,136.52%,No,3,9
IRFC,Yes,2023-04-03,2023-10-03,177.93%,No,4,10
IRFC,Yes,2023-05-02,2023-10-30,118.72%,No,5,10
IRFC,Yes,2023-11-01,2024-04-29,122.95%,No,11,4
IRFC,Yes,2023-12-01,2024-05-29,139.12%,No,12,5
IRFC,Yes,2023-12-04,2024-06-03,147.32%,No,12,6
IRFC,Yes,2024-01-01,2024-07-01,71.08%,No,1,7
ITC,Yes,2016-01-25,2016-07-25,25.01%,No,1,7
ITC,Yes,2016-02-11,2016-08-09,27.44%,No,2,8
ITC,Yes,2016-03-04,2016-08-31,26.75%,No,3,8
ITC,Yes,2016-03-08,2016-09-06,25.98%,No,3,9
ITC,Yes,2016-11-21,2017-05-22,35.41%,No,11,5
ITC,Yes,2016-12-01,2017-05-30,33.38%,No,12,5
ITC,Yes,2016-12-05,2017-06-05,38.57%,No,12,6
ITC,Yes,2021-04-19,2021-10-18,31.25%,No,4,10
ITC,Yes,2022-01-31,2022-08-01,46.22%,No,1,8
ITC,Yes,2022-04-01,2022-09-28,31.30%,No,4,9
ITC,Yes,2022-05-02,2022-10-31,35.62%,No,5,10
ITC,Yes,2022-05-05,2022-11-01,36.50%,No,5,11
ITC,Yes,2022-06-01,2022-11-28,25.09%,No,6,11
ITC,Yes,2022-06-08,2022-12-05,25.70%,No,6,12
ITC,Yes,2023-02-01,2023-07-31,33.72%,No,2,7
ITCHOTELS,Yes,2025-01-29,2025-07-28,36.96%,No,1,7
ITCHOTELS,Yes,2025-02-01,2025-07-31,34.96%,No,2,7
ITCHOTELS,Yes,2025-02-03,2025-08-04,33.73%,No,2,8
ITCHOTELS,Yes,2025-03-03,2025-09-01,51.33%,No,3,9
JINDALSTEL,Yes,2016-01-28,2016-07-26,25.45%,No,1,7
JINDALSTEL,Yes,2016-02-01,2016-08-01,39.67%,No,2,8
JINDALSTEL,Yes,2016-03-01,2016-08-29,52.73%,No,3,8
JINDALSTEL,Yes,2016-03-09,2016-09-06,27.13%,No,3,9
JINDALSTEL,Yes,2016-04-01,2016-09-28,28.35%,No,4,9
JINDALSTEL,Yes,2016-04-05,2016-10-03,30.87%,No,4,10
JINDALSTEL,Yes,2016-08-25,2017-02-21,25.82%,No,8,2
JINDALSTEL,Yes,2016-09-01,2017-02-28,48.81%,No,9,2
JINDALSTEL,Yes,2016-09-02,2017-03-01,54.81%,No,9,3
JINDALSTEL,Yes,2016-10-03,2017-04-03,56.71%,No,10,4
JINDALSTEL,Yes,2016-11-01,2017-05-02,46.10%,No,11,5
JINDALSTEL,Yes,2016-12-01,2017-05-30,81.09%,No,12,5
JINDALSTEL,Yes,2016-12-05,2017-06-05,77.42%,No,12,6
JINDALSTEL,Yes,2017-02-01,2017-07-31,83.93%,No,2,7
JINDALSTEL,Yes,2017-05-02,2017-10-30,45.92%,No,5,10
JINDALSTEL,Yes,2017-05-05,2017-11-01,51.90%,No,5,11
JINDALSTEL,Yes,2017-06-01,2017-11-28,43.64%,No,6,11
JINDALSTEL,Yes,2017-06-05,2017-12-04,38.96%,No,6,12
JINDALSTEL,Yes,2017-07-03,2018-01-01,60.22%,No,7,1
JINDALSTEL,Yes,2017-08-01,2018-01-29,71.59%,No,8,1
JINDALSTEL,Yes,2017-11-01,2018-04-30,53.53%,No,11,4
JINDALSTEL,Yes,2021-01-01,2021-06-30,47.12%,No,1,6
JINDALSTEL,Yes,2021-10-01,2022-03-30,29.70%,No,10,3
JINDALSTEL,Yes,2022-07-01,2022-12-28,74.47%,No,7,12
JINDALSTEL,Yes,2022-10-31,2023-05-02,28.90%,No,10,5
JIOFIN,Yes,2023-08-24,2024-02-20,31.97%,No,8,2
JIOFIN,Yes,2023-09-01,2024-02-28,25.76%,No,9,2
JIOFIN,Yes,2023-09-04,2024-03-04,27.28%,No,9,3
JIOFIN,Yes,2023-10-03,2024-04-01,54.26%,No,10,4
JIOFIN,Yes,2023-11-01,2024-04-29,74.82%,No,11,4
JIOFIN,Yes,2023-11-03,2024-05-02,73.32%,No,11,5
JIOFIN,Yes,2023-12-01,2024-05-29,54.86%,No,12,5
JIOFIN,Yes,2023-12-04,2024-06-03,54.76%,No,12,6
JIOFIN,Yes,2024-01-01,2024-07-01,50.42%,No,1,7
JIOFIN,Yes,2024-02-01,2024-07-30,30.49%,No,2,7
JIOFIN,Yes,2025-02-03,2025-08-04,42.71%,No,2,8
JIOFIN,Yes,2025-03-03,2025-09-01,56.55%,No,3,9
JIOFIN,Yes,2025-04-01,2025-09-29,27.88%,No,4,9
JIOFIN,Yes,2025-04-04,2025-10-01,35.17%,No,4,10
JSWENERGY,Yes,2016-02-11,2016-08-09,35.75%,No,2,8
JSWENERGY,Yes,2016-03-01,2016-08-29,26.22%,No,3,8
JSWENERGY,Yes,2017-03-22,2017-09-18,28.27%,No,3,9
JSWENERGY,Yes,2017-04-17,2017-10-16,25.26%,No,4,10
JSWENERGY,Yes,2017-05-02,2017-10-30,40.85%,No,5,10
JSWENERGY,Yes,2017-05-05,2017-11-01,33.61%,No,5,11
JSWENERGY,Yes,2017-06-01,2017-11-28,30.67%,No,6,11
JSWENERGY,Yes,2017-06-05,2017-12-04,32.11%,No,6,12
JSWENERGY,Yes,2017-07-03,2018-01-01,40.08%,No,7,1
JSWENERGY,Yes,2017-08-03,2018-01-30,30.20%,No,8,1
JSWENERGY,Yes,2017-08-10,2018-02-06,27.50%,No,8,2
JSWENERGY,Yes,2021-01-01,2021-06-30,151.12%,No,1,6
JSWENERGY,Yes,2021-01-04,2021-07-05,149.12%,No,1,7
JSWENERGY,Yes,2021-04-01,2021-09-28,307.79%,No,4,9
JSWENERGY,Yes,2021-07-01,2021-12-28,79.15%,No,7,12
JSWENERGY,Yes,2021-09-01,2022-02-28,33.25%,No,9,2
JSWENERGY,Yes,2021-09-02,2022-03-02,33.44%,No,9,3
JSWENERGY,Yes,2023-10-05,2024-04-02,31.12%,No,10,4
JSWENERGY,Yes,2023-11-01,2024-04-29,60.05%,No,11,4
JSWENERGY,Yes,2023-11-03,2024-05-02,62.07%,No,11,5
JSWENERGY,Yes,2023-12-01,2024-05-29,42.30%,No,12,5
JSWENERGY,Yes,2023-12-04,2024-06-03,55.68%,No,12,6
JSWENERGY,Yes,2024-02-01,2024-07-30,45.96%,No,2,7
JSWSTEEL,Yes,2015-11-30,2016-05-30,51.51%,No,11,5
JSWSTEEL,Yes,2015-12-01,2016-05-30,45.37%,No,12,5
JSWSTEEL,Yes,2015-12-04,2016-06-01,41.63%,No,12,6
JSWSTEEL,Yes,2016-01-01,2016-06-29,40.66%,No,1,6
JSWSTEEL,Yes,2016-01-04,2016-07-04,41.78%,No,1,7
JSWSTEEL,Yes,2016-02-01,2016-08-01,61.66%,No,2,8
JSWSTEEL,Yes,2016-03-01,2016-08-29,55.87%,No,3,8
JSWSTEEL,Yes,2016-03-08,2016-09-06,57.82%,No,3,9
JSWSTEEL,Yes,2016-04-01,2016-09-28,41.36%,No,4,9
JSWSTEEL,Yes,2016-04-04,2016-10-03,41.02%,No,4,10
JSWSTEEL,Yes,2016-05-04,2016-11-01,26.46%,No,5,11
JSWSTEEL,Yes,2016-06-01,2016-11-28,25.93%,No,6,11
JSWSTEEL,Yes,2017-05-02,2017-10-30,36.27%,No,5,10
JSWSTEEL,Yes,2017-06-05,2017-12-04,33.69%,No,6,12
JSWSTEEL,Yes,2017-07-03,2018-01-01,29.63%,No,7,1
JSWSTEEL,Yes,2017-08-01,2018-01-29,31.50%,No,8,1
JSWSTEEL,Yes,2017-08-07,2018-02-05,27.16%,No,8,2
JSWSTEEL,Yes,2017-09-28,2018-03-27,25.09%,No,9,3
JSWSTEEL,Yes,2017-10-31,2018-04-30,25.75%,No,10,4
JSWSTEEL,Yes,2022-07-01,2022-12-28,35.65%,No,7,12
JUBLFOOD,Yes,2016-02-23,2016-08-22,27.00%,No,2,8
JUBLFOOD,Yes,2017-01-06,2017-07-05,25.02%,No,1,7
JUBLFOOD,Yes,2017-02-01,2017-07-31,49.18%,No,2,7
JUBLFOOD,Yes,2017-03-01,2017-08-28,38.17%,No,3,8
JUBLFOOD,Yes,2017-03-06,2017-09-04,29.96%,No,3,9
JUBLFOOD,Yes,2017-04-03,2017-10-03,28.65%,No,4,10
JUBLFOOD,Yes,2017-05-02,2017-10-30,55.43%,No,5,10
JUBLFOOD,Yes,2017-05-05,2017-11-01,58.55%,No,5,11
JUBLFOOD,Yes,2017-06-01,2017-11-28,97.08%,No,6,11
JUBLFOOD,Yes,2017-06-05,2017-12-04,85.40%,No,6,12
JUBLFOOD,Yes,2017-07-03,2018-01-01,78.11%,No,7,1
JUBLFOOD,Yes,2017-08-01,2018-01-29,67.83%,No,8,1
JUBLFOOD,Yes,2017-08-07,2018-02-05,55.22%,No,8,2
JUBLFOOD,Yes,2017-09-01,2018-02-28,44.96%,No,9,2
JUBLFOOD,Yes,2017-09-04,2018-03-05,44.76%,No,9,3
JUBLFOOD,Yes,2017-10-03,2018-04-02,66.39%,No,10,4
JUBLFOOD,Yes,2017-11-01,2018-04-30,56.18%,No,11,4
JUBLFOOD,Yes,2017-11-02,2018-05-02,57.61%,No,11,5
JUBLFOOD,Yes,2017-12-01,2018-05-30,42.99%,No,12,5
JUBLFOOD,Yes,2017-12-04,2018-06-04,47.85%,No,12,6
JUBLFOOD,Yes,2019-07-01,2019-12-30,31.18%,No,7,12
JUBLFOOD,Yes,2021-04-01,2021-09-28,35.83%,No,4,9
KALYANKJIL,Yes,2021-04-30,2021-10-27,27.30%,No,4,10
KALYANKJIL,Yes,2021-05-03,2021-11-01,30.69%,No,5,11
KALYANKJIL,Yes,2022-02-24,2022-08-23,38.25%,No,2,8
KALYANKJIL,Yes,2022-03-02,2022-08-29,30.91%,No,3,8
KALYANKJIL,Yes,2022-03-04,2022-09-01,35.27%,No,3,9
KALYANKJIL,Yes,2022-04-01,2022-09-28,53.15%,No,4,9
KALYANKJIL,Yes,2022-05-02,2022-10-31,69.14%,No,5,10
KALYANKJIL,Yes,2022-06-01,2022-11-28,64.63%,No,6,11
KALYANKJIL,Yes,2022-06-06,2022-12-05,90.28%,No,6,12
KALYANKJIL,Yes,2022-07-01,2022-12-28,113.60%,No,7,12
KALYANKJIL,Yes,2022-07-04,2023-01-02,104.41%,No,7,1
KALYANKJIL,Yes,2022-08-01,2023-01-30,60.06%,No,8,1
KALYANKJIL,Yes,2022-08-05,2023-02-01,57.87%,No,8,2
KALYANKJIL,Yes,2022-09-01,2023-02-28,35.62%,No,9,2
KALYANKJIL,Yes,2022-09-02,2023-03-01,36.08%,No,9,3
KALYANKJIL,Yes,2023-01-09,2023-07-10,30.83%,No,1,7
KALYANKJIL,Yes,2023-02-01,2023-07-31,55.43%,No,2,7
KALYANKJIL,Yes,2023-10-03,2024-04-01,85.46%,No,10,4
KALYANKJIL,Yes,2023-11-01,2024-04-29,38.44%,No,11,4
KALYANKJIL,Yes,2023-11-03,2024-05-02,35.17%,No,11,5
KALYANKJIL,Yes,2023-12-11,2024-06-10,28.59%,No,12,6
KEI,Yes,2016-02-22,2016-08-22,27.57%,No,2,8
KEI,Yes,2016-03-28,2016-09-26,27.15%,No,3,9
KEI,Yes,2016-08-08,2017-02-06,46.61%,No,8,2
KEI,Yes,2016-09-01,2017-02-28,57.08%,No,9,2
KEI,Yes,2016-09-02,2017-03-01,59.10%,No,9,3
KEI,Yes,2016-10-03,2017-04-03,60.92%,No,10,4
KEI,Yes,2016-11-01,2017-05-02,74.98%,No,11,5
KEI,Yes,2016-12-01,2017-05-30,68.42%,No,12,5
KEI,Yes,2016-12-05,2017-06-05,81.30%,No,12,6
KEI,Yes,2017-01-02,2017-07-03,89.31%,No,1,7
KEI,Yes,2017-02-01,2017-07-31,65.66%,No,2,7
KEI,Yes,2017-03-01,2017-08-28,34.67%,No,3,8
KEI,Yes,2017-04-03,2017-10-03,90.20%,No,4,10
KEI,Yes,2017-05-02,2017-10-30,55.75%,No,5,10
KEI,Yes,2017-05-05,2017-11-01,55.05%,No,5,11
KEI,Yes,2017-06-01,2017-11-28,79.64%,No,6,11
KEI,Yes,2017-06-05,2017-12-04,80.93%,No,6,12
KEI,Yes,2017-07-03,2018-01-01,58.58%,No,7,1
KEI,Yes,2017-08-01,2018-01-29,67.91%,No,8,1
KEI,Yes,2017-11-01,2018-04-30,32.49%,No,11,4
KEI,Yes,2018-12-31,2019-07-01,34.37%,No,12,7
KEI,Yes,2019-04-01,2019-09-30,29.37%,No,4,9
KEI,Yes,2021-01-01,2021-06-30,45.94%,No,1,6
KEI,Yes,2021-07-01,2021-12-28,53.92%,No,7,12
KOTAKBANK,Yes,2016-02-25,2016-08-23,28.34%,No,2,8
KOTAKBANK,Yes,2016-03-08,2016-09-06,25.83%,No,3,9
KOTAKBANK,Yes,2016-11-16,2017-05-15,26.31%,No,11,5
KOTAKBANK,Yes,2016-12-01,2017-05-30,29.13%,No,12,5
KOTAKBANK,Yes,2016-12-05,2017-06-05,32.50%,No,12,6
KOTAKBANK,Yes,2017-01-02,2017-07-03,32.74%,No,1,7
KOTAKBANK,Yes,2017-02-01,2017-07-31,31.56%,No,2,7
KOTAKBANK,Yes,2018-10-05,2019-04-03,26.80%,No,10,4
KOTAKBANK,Yes,2021-04-30,2021-10-27,25.19%,No,4,10
KOTAKBANK,Yes,2024-11-01,2025-04-30,26.58%,No,11,4
KPITTECH,Yes,2021-01-01,2021-06-30,80.47%,No,1,6
KPITTECH,Yes,2021-01-04,2021-07-05,77.83%,No,1,7
KPITTECH,Yes,2021-02-01,2021-08-02,114.65%,No,2,8
KPITTECH,Yes,2021-03-01,2021-08-30,136.56%,No,3,8
KPITTECH,Yes,2021-03-05,2021-09-01,140.13%,No,3,9
KPITTECH,Yes,2021-04-01,2021-09-28,94.97%,No,4,9
KPITTECH,Yes,2021-04-05,2021-10-04,94.95%,No,4,10
KPITTECH,Yes,2021-05-03,2021-11-01,53.56%,No,5,11
KPITTECH,Yes,2021-06-01,2021-11-29,88.63%,No,6,11
KPITTECH,Yes,2021-06-04,2021-12-01,112.52%,No,6,12
KPITTECH,Yes,2021-07-01,2021-12-28,122.32%,No,7,12
KPITTECH,Yes,2021-07-05,2022-01-03,136.14%,No,7,1
KPITTECH,Yes,2021-08-02,2022-01-31,119.27%,No,8,1
KPITTECH,Yes,2021-08-05,2022-02-01,104.44%,No,8,2
KPITTECH,Yes,2021-09-01,2022-02-28,72.65%,No,9,2
KPITTECH,Yes,2021-09-02,2022-03-02,71.28%,No,9,3
KPITTECH,Yes,2021-10-01,2022-03-30,77.14%,No,10,3
KPITTECH,Yes,2021-10-04,2022-04-04,83.01%,No,10,4
KPITTECH,Yes,2021-11-01,2022-05-02,73.98%,No,11,5
KPITTECH,Yes,2022-05-02,2022-10-31,32.41%,No,5,10
KPITTECH,Yes,2022-10-31,2023-05-02,32.11%,No,10,5
KPITTECH,Yes,2022-12-01,2023-05-30,42.15%,No,12,5
KPITTECH,Yes,2022-12-05,2023-06-05,55.61%,No,12,6
KPITTECH,Yes,2023-02-01,2023-07-31,46.06%,No,2,7
LICHSGFIN,Yes,2016-02-11,2016-08-09,29.43%,No,2,8
LICHSGFIN,Yes,2016-03-01,2016-08-29,31.56%,No,3,8
LICHSGFIN,Yes,2016-03-08,2016-09-06,33.58%,No,3,9
LICHSGFIN,Yes,2016-04-05,2016-10-03,28.18%,No,4,10
LICHSGFIN,Yes,2016-05-02,2016-11-01,29.31%,No,5,11
LICHSGFIN,Yes,2016-11-03,2017-05-02,28.21%,No,11,5
LICHSGFIN,Yes,2016-12-02,2017-05-31,32.08%,No,12,5
LICHSGFIN,Yes,2016-12-05,2017-06-05,30.72%,No,12,6
LICHSGFIN,Yes,2017-01-02,2017-07-03,41.80%,No,1,7
LICHSGFIN,Yes,2018-09-27,2019-03-26,25.92%,No,9,3
LICHSGFIN,Yes,2018-10-01,2019-04-01,29.16%,No,10,4
LICHSGFIN,Yes,2022-06-13,2022-12-12,27.13%,No,6,12
LICHSGFIN,Yes,2022-07-01,2022-12-28,25.61%,No,7,12
LICHSGFIN,Yes,2022-07-04,2023-01-02,28.47%,No,7,1
LICHSGFIN,Yes,2023-05-02,2023-10-30,29.53%,No,5,10
LICHSGFIN,Yes,2023-06-02,2023-11-29,28.82%,No,6,11
LICHSGFIN,Yes,2023-08-01,2024-01-29,46.47%,No,8,1
LICHSGFIN,Yes,2023-08-07,2024-02-05,48.22%,No,8,2
LICHSGFIN,Yes,2023-09-01,2024-02-28,47.31%,No,9,2
LICHSGFIN,Yes,2023-11-01,2024-04-29,45.81%,No,11,4
LICI,Yes,2023-06-12,2023-12-11,29.75%,No,6,12
LICI,Yes,2023-07-03,2024-01-01,37.17%,No,7,1
LICI,Yes,2023-08-01,2024-01-29,41.46%,No,8,1
LICI,Yes,2023-08-07,2024-02-05,52.37%,No,8,2
LICI,Yes,2023-09-01,2024-02-28,56.54%,No,9,2
LICI,Yes,2023-09-04,2024-03-04,58.05%,No,9,3
LICI,Yes,2023-10-03,2024-04-01,50.98%,No,10,4
LICI,Yes,2023-11-01,2024-04-29,64.00%,No,11,4
LICI,Yes,2023-11-03,2024-05-02,64.95%,No,11,5
LICI,Yes,2023-12-01,2024-05-29,49.37%,No,12,5
LICI,Yes,2023-12-04,2024-06-03,49.06%,No,12,6
LICI,Yes,2024-01-12,2024-07-10,27.04%,No,1,7
LICI,Yes,2024-02-01,2024-07-30,27.98%,No,2,7
LODHA,Yes,2021-04-19,2021-10-18,154.51%,No,4,10
LODHA,Yes,2021-05-03,2021-11-01,91.90%,No,5,11
LODHA,Yes,2021-06-01,2021-11-29,124.46%,No,6,11
LODHA,Yes,2021-06-04,2021-12-01,137.44%,No,6,12
LODHA,Yes,2021-07-01,2021-12-28,78.21%,No,7,12
LODHA,Yes,2021-07-05,2022-01-03,85.04%,No,7,1
LODHA,Yes,2021-08-02,2022-01-31,40.84%,No,8,1
LODHA,Yes,2021-08-05,2022-02-01,49.45%,No,8,2
LODHA,Yes,2022-12-15,2023-06-13,29.79%,No,12,6
LODHA,Yes,2023-01-02,2023-07-03,25.50%,No,1,7
LODHA,Yes,2023-02-01,2023-07-31,46.29%,No,2,7
LODHA,Yes,2023-02-02,2023-08-01,49.92%,No,2,8
LODHA,Yes,2023-03-01,2023-08-28,52.70%,No,3,8
LODHA,Yes,2023-03-06,2023-09-04,41.62%,No,3,9
LODHA,Yes,2023-05-02,2023-10-30,66.29%,No,5,10
LODHA,Yes,2023-09-01,2024-02-28,69.40%,No,9,2
LODHA,Yes,2023-09-04,2024-03-04,69.09%,No,9,3
LODHA,Yes,2023-10-03,2024-04-01,48.59%,No,10,4
LODHA,Yes,2023-11-01,2024-04-29,52.58%,No,11,4
LODHA,Yes,2023-11-03,2024-05-02,46.37%,No,11,5
LODHA,Yes,2023-12-01,2024-05-29,40.83%,No,12,5
LT,Yes,2016-01-06,2016-07-04,26.78%,No,1,7
LT,Yes,2016-02-01,2016-08-01,33.12%,No,2,8
LT,Yes,2016-03-01,2016-08-29,31.45%,No,3,8
LT,Yes,2016-03-08,2016-09-06,29.27%,No,3,9
LT,Yes,2016-11-11,2017-05-10,25.23%,No,11,5
LT,Yes,2016-12-01,2017-05-30,27.31%,No,12,5
LT,Yes,2016-12-05,2017-06-05,33.09%,No,12,6
LT,Yes,2021-04-12,2021-10-11,29.08%,No,4,10
LT,Yes,2021-05-03,2021-11-01,35.25%,No,5,11
LT,Yes,2021-06-16,2021-12-13,26.27%,No,6,12
LT,Yes,2021-07-01,2021-12-28,28.73%,No,7,12
LT,Yes,2021-07-05,2022-01-03,28.96%,No,7,1
LT,Yes,2022-05-04,2022-10-31,25.40%,No,5,10
LT,Yes,2022-06-01,2022-11-28,26.87%,No,6,11
LT,Yes,2023-08-01,2024-01-29,40.63%,No,8,1
LT,Yes,2023-08-07,2024-02-05,26.78%,No,8,2
LT,Yes,2023-09-01,2024-02-28,28.43%,No,9,2
LT,Yes,2023-09-04,2024-03-04,34.43%,No,9,3
LT,Yes,2023-10-04,2024-04-01,26.76%,No,10,4
LT,Yes,2023-11-01,2024-04-29,25.52%,No,11,4
LTF,Yes,2016-01-13,2016-07-11,26.64%,No,1,7
LTF,Yes,2016-02-01,2016-08-01,52.29%,No,2,8
LTF,Yes,2016-03-01,2016-08-29,82.71%,No,3,8
LTF,Yes,2016-03-08,2016-09-06,79.26%,No,3,9
LTF,Yes,2016-04-01,2016-09-28,42.32%,No,4,9
LTF,Yes,2016-04-04,2016-10-03,44.16%,No,4,10
LTF,Yes,2016-05-02,2016-11-01,44.28%,No,5,11
LTF,Yes,2016-07-13,2017-01-09,27.22%,No,7,1
LTF,Yes,2016-08-22,2017-02-20,25.61%,No,8,2
LTF,Yes,2016-09-09,2017-03-08,26.86%,No,9,3
LTF,Yes,2016-10-03,2017-04-03,33.08%,No,10,4
LTF,Yes,2016-11-02,2017-05-02,28.52%,No,11,5
LTF,Yes,2016-12-01,2017-05-30,44.85%,No,12,5
LTF,Yes,2016-12-05,2017-06-05,54.65%,No,12,6
LTF,Yes,2017-02-01,2017-07-31,69.90%,No,2,7
LTF,Yes,2017-05-02,2017-10-30,50.67%,No,5,10
LTF,Yes,2017-06-01,2017-11-28,41.03%,No,6,11
LTF,Yes,2017-06-05,2017-12-04,25.09%,No,6,12
LTF,Yes,2022-07-01,2022-12-28,25.18%,No,7,12
LTF,Yes,2023-08-01,2024-01-29,26.40%,No,8,1
LTF,Yes,2023-09-01,2024-02-28,30.57%,No,9,2
LTF,Yes,2023-11-01,2024-04-29,28.02%,No,11,4
LTF,Yes,2025-01-01,2025-06-30,51.94%,No,1,6
LTIM,Yes,2016-11-15,2017-05-15,27.86%,No,11,5
LTIM,Yes,2017-05-15,2017-11-13,30.32%,No,5,11
LTIM,Yes,2017-06-01,2017-11-28,28.91%,No,6,11
LTIM,Yes,2017-06-05,2017-12-04,31.35%,No,6,12
LTIM,Yes,2017-07-03,2018-01-01,48.20%,No,7,1
LTIM,Yes,2017-08-01,2018-01-29,68.80%,No,8,1
LTIM,Yes,2017-08-07,2018-02-05,65.28%,No,8,2
LTIM,Yes,2017-09-01,2018-02-28,91.43%,No,9,2
LTIM,Yes,2017-09-04,2018-03-05,85.06%,No,9,3
LTIM,Yes,2017-10-03,2018-04-02,75.67%,No,10,4
LTIM,Yes,2017-11-01,2018-04-30,92.86%,No,11,4
LTIM,Yes,2017-12-01,2018-05-30,65.34%,No,12,5
LTIM,Yes,2017-12-04,2018-06-04,64.30%,No,12,6
LTIM,Yes,2018-01-01,2018-07-02,44.03%,No,1,7
LTIM,Yes,2018-02-01,2018-07-31,44.01%,No,2,7
LTIM,Yes,2018-02-02,2018-08-01,44.93%,No,2,8
LTIM,Yes,2018-03-01,2018-08-28,32.85%,No,3,8
LTIM,Yes,2018-03-05,2018-09-03,28.08%,No,3,9
LTIM,Yes,2018-04-02,2018-10-01,37.71%,No,4,10
LTIM,Yes,2021-04-01,2021-09-28,41.50%,No,4,9
LTIM,Yes,2021-07-01,2021-12-28,81.85%,No,7,12
LTIM,Yes,2024-05-02,2024-10-29,26.25%,No,5,10
LUPIN,Yes,2018-03-16,2018-09-12,26.70%,No,3,9
LUPIN,Yes,2022-06-03,2022-11-30,26.13%,No,6,11
LUPIN,Yes,2022-06-06,2022-12-05,27.99%,No,6,12
LUPIN,Yes,2023-01-24,2023-07-24,25.10%,No,1,7
LUPIN,Yes,2023-02-01,2023-07-31,34.22%,No,2,7
LUPIN,Yes,2023-02-02,2023-08-01,33.76%,No,2,8
LUPIN,Yes,2023-03-01,2023-08-28,68.25%,No,3,8
LUPIN,Yes,2023-04-03,2023-10-03,80.92%,No,4,10
LUPIN,Yes,2023-05-02,2023-10-30,61.58%,No,5,10
LUPIN,Yes,2023-05-05,2023-11-01,61.52%,No,5,11
LUPIN,Yes,2023-07-03,2024-01-01,47.77%,No,7,1
LUPIN,Yes,2023-08-01,2024-01-29,50.10%,No,8,1
LUPIN,Yes,2023-08-07,2024-02-05,45.51%,No,8,2
LUPIN,Yes,2023-09-01,2024-02-28,47.77%,No,9,2
LUPIN,Yes,2023-09-04,2024-03-04,52.16%,No,9,3
LUPIN,Yes,2023-10-03,2024-04-01,38.29%,No,10,4
LUPIN,Yes,2023-11-01,2024-04-29,44.56%,No,11,4
LUPIN,Yes,2023-11-03,2024-05-02,38.86%,No,11,5
LUPIN,Yes,2023-12-04,2024-06-03,25.66%,No,12,6
LUPIN,Yes,2024-04-01,2024-09-30,35.53%,No,4,9
LUPIN,Yes,2024-07-01,2024-12-30,43.65%,No,7,12
M&M,Yes,2016-01-11,2016-07-11,26.61%,No,1,7
M&M,Yes,2016-02-08,2016-08-08,25.67%,No,2,8
M&M,Yes,2017-10-30,2018-04-30,27.05%,No,10,4
M&M,Yes,2017-11-01,2018-04-30,29.31%,No,11,4
M&M,Yes,2017-11-02,2018-05-02,29.28%,No,11,5
M&M,Yes,2017-12-01,2018-05-30,27.42%,No,12,5
M&M,Yes,2017-12-04,2018-06-04,30.55%,No,12,6
M&M,Yes,2018-03-01,2018-08-28,34.93%,No,3,8
M&M,Yes,2018-03-05,2018-09-03,29.19%,No,3,9
M&M,Yes,2021-05-14,2021-11-10,25.42%,No,5,11
M&M,Yes,2022-01-31,2022-08-01,41.16%,No,1,8
M&M,Yes,2022-04-01,2022-09-28,51.85%,No,4,9
M&M,Yes,2022-04-04,2022-10-03,51.63%,No,4,10
M&M,Yes,2022-05-02,2022-10-31,47.87%,No,5,10
M&M,Yes,2022-06-03,2022-11-30,28.22%,No,6,11
M&M,Yes,2022-06-13,2022-12-12,27.15%,No,6,12
M&M,Yes,2023-09-08,2024-03-06,25.72%,No,9,3
M&M,Yes,2024-02-01,2024-07-30,78.27%,No,2,7
M&MFIN,Yes,2015-11-30,2016-05-30,39.85%,No,11,5
M&MFIN,Yes,2015-12-01,2016-05-30,40.00%,No,12,5
M&MFIN,Yes,2015-12-04,2016-06-01,34.46%,No,12,6
M&MFIN,Yes,2016-01-01,2016-06-29,30.51%,No,1,6
M&MFIN,Yes,2016-01-04,2016-07-04,44.66%,No,1,7
M&MFIN,Yes,2016-02-01,2016-08-01,67.40%,No,2,8
M&MFIN,Yes,2016-03-01,2016-08-29,63.62%,No,3,8
M&MFIN,Yes,2016-03-08,2016-09-06,58.09%,No,3,9
M&MFIN,Yes,2016-04-01,2016-09-28,48.38%,No,4,9
M&MFIN,Yes,2016-04-04,2016-10-03,60.65%,No,4,10
M&MFIN,Yes,2017-02-01,2017-07-31,41.01%,No,2,7
M&MFIN,Yes,2017-05-02,2017-10-30,28.32%,No,5,10
M&MFIN,Yes,2017-05-05,2017-11-01,33.24%,No,5,11
M&MFIN,Yes,2017-06-09,2017-12-06,25.06%,No,6,12
M&MFIN,Yes,2017-07-03,2018-01-01,35.36%,No,7,1
M&MFIN,Yes,2017-10-25,2018-04-23,25.51%,No,10,4
M&MFIN,Yes,2022-07-01,2022-12-28,31.95%,No,7,12
